fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221119 103950	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	150	1	1	1	0.1	50	0.5	FALSE	309367	0.0564174831369656	0.535422653517648	0.691427237085531	11.5617175491609	0.00306819417624482	16478	42644000	65
20221119 104257	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	86	1	1	1	0.1	50	0.5	FALSE	309367	0.129231022578407	0.538834300343602	0.161522385165951	11.5260775104304	0.00501691850312347	16167	39986000	66
20221119 105935	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2983	1	1	1	0.1	50	0.5	FALSE	309367	0.009623558378038	0.696415882364335	0.218230899248866	8.2327599336158	0.0188552875586042	15372	43176000	67
20221119 110320	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	434	1	1	1	0.1	50	0.5	FALSE	309367	0.260773590519879	0.325990766777331	0.416820374639775	3.57697271070769	0.022895255768315	16922	41116000	68
20221119 110515	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	73	1	1	1	0.1	50	0.5	FALSE	309367	0.194506599775966	0.682916441112338	0.93933007890085	7.05111592342262	0.0167090681728559	17959	40482000	69
20221119 111508	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	999	1	1	1	0.1	50	0.5	FALSE	309367	0.0307696748388978	0.5600147611605	0.962188789714628	3.9294271233303	0.0166147895883931	21359	38322000	70
20221119 112133	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2722	1	1	1	0.1	50	0.5	FALSE	309367	0.090017649212312	0.722664722057758	0.796114066046826	1.17151770183328	0.0219960389823422	16298	39884000	71
20221119 112413	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	68	1	1	1	0.1	50	0.5	FALSE	309367	0.242918183163455	0.532210760262608	0.618681332033197	8.2527572203055	0.0106640737501343	18366	37668000	72
20221119 113904	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2617	1	1	1	0.1	50	0.5	FALSE	309367	0.140711665800501	0.330633810530137	0.320972962432133	1.45882382402383	0.017686798591115	19078	37444000	73
20221119 114209	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	292	1	1	1	0.1	50	0.5	FALSE	309367	0.108025461786207	0.737657806041883	0.890999300299969	6.15544190719328	0.0168410452884627	18238	40244000	74
20221119 114444	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	70	1	1	1	0.1	50	0.5	FALSE	309367	0.161389927610919	0.578011640159553	0.655508388836554	6.92680071225273	0.0187390942609093	17919	41842000	75
20221119 114807	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	461	1	1	1	0.1	50	0.5	FALSE	309367	0.146127505951228	0.850136605364783	0.397180767004052	7.04405966549716	0.0108882692395287	16366	40708000	76
20221119 115131	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	82	1	1	1	0.1	50	0.5	FALSE	309367	0.205691088077936	0.809142413468706	0.776152190771268	10.0986954961277	0.00146468806642847	17340	38440000	77
20221119 115526	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	180	1	1	1	0.1	50	0.5	FALSE	309367	0.149893149507942	0.391629152141511	0.85421549340738	9.34530306893564	0.00149098943598188	15329	41182000	78
20221119 115646	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	82	1	1	1	0.1	50	0.5	FALSE	309367	0.219445360464135	0.839962547504297	0.455773956686177	5.67762521663774	0.0187973269480681	18212	41576000	79
20221119 120207	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	632	1	1	1	0.1	50	0.5	FALSE	309367	0.238268933073925	0.555572265130095	0.290562065420055	3.08717607410229	0.021119618205547	18197	39766000	80
20221119 120548	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	132	1	1	1	0.1	50	0.5	FALSE	309367	0.181589655494514	0.548687217658432	0.803174444976158	8.8157796327963	0.0027286490866327	18490	39500000	81
20221119 121049	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	194	1	1	1	0.1	50	0.5	FALSE	309367	0.0734985110865475	0.491835742823593	0.687462925734057	10.2771523705723	0.00139204379796387	20844	38392000	82
20221119 121302	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	187	1	1	1	0.1	50	0.5	FALSE	309367	0.2341267231901	0.714662871279521	0.828729857430281	5.66766032699356	0.0149538615139519	18906	38428000	83
20221119 121711	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	199	1	1	1	0.1	50	0.5	FALSE	309367	0.23026434800052	0.492904424690176	0.182493596750661	11.6662111685041	1.20494107177133e-05	16703	35554000	84
20221119 122001	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	63	1	1	1	0.1	50	0.5	FALSE	309367	0.245210533737445	0.481380526996544	0.417878495456302	10.4373916885785	0.00190064769042083	18031	37138000	85
20221119 125757	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5370	1	1	1	0.1	50	0.5	FALSE	309367	0.0139883619335608	0.568664149546064	0.526040402197547	2.53037143982993	0.0217286600095789	17403	41114000	86
20221119 130511	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1837	1	1	1	0.1	50	0.5	FALSE	309367	0.0717380820463575	0.68981850549099	0.118329304195999	7.48290513896197	0.0130381160721184	17510	39540000	87
20221119 130842	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	296	1	1	1	0.1	50	0.5	FALSE	309367	0.191300274373807	0.551596623524046	0.36895583884191	3.25906029527402	0.0220885898308534	17573	40774000	88
20221119 131051	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	94	1	1	1	0.1	50	0.5	FALSE	309367	0.270857407921364	0.39888292624969	0.336702589606086	5.72956630523736	0.0206310840463923	17053	41574000	89
20221119 131427	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	170	1	1	1	0.1	50	0.5	FALSE	309367	0.151339672485315	0.795623030500067	0.175658413230756	11.7981976444223	0.000131171920874043	19637	37126000	90
20221119 133706	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3367	1	1	1	0.1	50	0.5	FALSE	309367	0.0326282827708579	0.507931232037256	0.988052172174945	1.44859055011021	0.023118851262586	16473	40254000	91
20221119 134211	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	265	1	1	1	0.1	50	0.5	FALSE	309367	0.046179143328158	0.386865029552858	0.4133825163431	10.3139125545642	0.00621266881593961	15600	41760000	92
20221119 134852	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	922	1	1	1	0.1	50	0.5	FALSE	309367	0.0801702989657514	0.663683185606543	0.715061607906292	6.43661370326881	0.00808684185793859	17683	40394000	93
